,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,business_ref
132935,iO-Vpl_KGTmbGzAF2i3aqw,"""Jasmine""",Old Town,"""32 Grindlay Street""",Edinburgh,EDH,EH3 9AP,55.9469306,-3.2049798,4.0,8,1,Chinese;Restaurants,132935
132975,htZylXMCqWb5PWaW_hdkGQ,"""The Orchard""",Stockbridge,"""1-2 Howard Place""",Edinburgh,EDH,EH3 5JZ,55.963389291599995,-3.2003527703,4.0,21,1,Nightlife;Bars;Restaurants;British,132975
133265,Zu2PIikeIZJRyivbqh2RgQ,"""Pumpkin Brown""",Grassmarket,"""16 Grassmarket""",Edinburgh,EDH,EH1 2JU,55.9475172,-3.1969974999999997,4.0,8,1,Gluten-Free;Vegan;Coffee & Tea;Food;Restaurants,133265
133311,XPq88D9Hv-OgX0EYWhjsCA,"""Bella Mbriana""",New Town,"""7 East London Street""",Edinburgh,EDH,EH7 4BN,55.95932439999999,-3.190323,3.0,3,0,Restaurants;Italian,133311
133503,sAB0CdlLCyWOYmHuFhh5nQ,"""Walter Scott Fry""",,"""90 Walter Scott Avenue""",Edinburgh,EDH,EH16 5RL,55.9218907,-3.1541954,4.5,3,0,Restaurants;Fish & Chips,133503
133504,mQa_Rh-LykYTll9cPFJcKg,"""Denny's""",,"""3105 Medina Rd""",Medina Township,OH,44256,41.1368314442,-81.7987664044,3.0,16,1,Breakfast & Brunch;Restaurants;American (Traditional);Diners;Fast Food,133504
133551,1ZwKCoNkas26VNQnLXLq2Q,"""Byron""",West End,"""113-117 Lothian Road""",Edinburgh,EDH,EH3 9AN,55.9460379529,-3.2055754061000004,3.5,4,1,Burgers;Restaurants,133551
133620,cBHMUESPj4SNs65Xv6xWRA,"""Valvona & Crolla""",New Town,"""19 Elm Row""",Edinburgh,EDH,EH2 2YZ,55.9502678,-3.2071145,4.0,60,1,Shopping;Delis;Flowers & Gifts;Restaurants;Coffee & Tea;Grocery;Food;Gift Shops,133620
133660,j9Z3c0OVhpv8ZDntMBEsiQ,"""Santosuossos'pizza Pasta Vino""",,"""3725 Medina Rd, Ste 112""",Medina,OH,44256,41.1379504529,-81.8214201217,3.5,28,1,Nightlife;Seafood;Bars;Pizza;Restaurants;Wine Bars,133660
133704,Zis5ES6JkzJZhGZcbnp2hg,"""Storytelling Café""",Old Town,"""Scottish Storytelling Centre, Royal Mile, 43-45 High Street""",Edinburgh,EDH,EH1 1SR,55.950789,-3.1847995,4.0,4,1,Landmarks & Historical Buildings;Public Services & Government;Restaurants;Cafes,133704
133710,2slkAiECSJ0cDB8Lfb7zyw,"""Roseburn Cafe""",Haymarket,"""8 Roseburn Terrace""",Edinburgh,EDH,EH12 6AW,55.945659899999995,-3.2343173,3.5,5,1,Food;Restaurants;Breakfast & Brunch;Coffee & Tea,133710
133716,4gVMV-1ASKIToCIKZp2B3Q,"""Good Choice Takeaway""",,"""116 West Granton Road""",Edinburgh,EDH,EH5 1PF,55.97917710000001,-3.2315112999999998,2.0,3,1,Fast Food;Restaurants,133716
134145,-Gxe5gKrskrgbWyLkz7UGQ,"""Jimmy Chung's""",Old Town,"""17 Waverley Bridge, New Town""",Edinburgh,EDH,EH1 1BQ,55.9517372,-3.1915497999999998,3.5,46,0,Restaurants;Chinese;Buffets,134145
134212,G0S3abW4CPXPS7DTwJQxqQ,"""Baba Budan""",Royal Mile,"""East Market Street""",Edinburgh,EDH,EH8 8FS,55.9515121,-3.1846085,4.5,6,1,Donuts;Coffee & Tea;Food;Cafes;Restaurants,134212
134397,x5stEsLXNzS3WTy5YhdLlA,"""Harajuku Kitchen""",Bruntsfield,"""10 Gillespie Place""",Edinburgh,MLN,EH10 4HS,55.940561100000004,-3.2039554,4.0,29,1,Restaurants;Japanese;Sushi Bars,134397
134455,uvnz1CAePeb6oCBYsoFXqg,"""Comet Food Bites""",Leith,"""11 Halmyre St""",Edinburgh,EDH,EH6 8QA,55.9671105,-3.1708691000000004,3.0,3,1,Fast Food;Restaurants,134455
134556,WsaAcFWjfz-EbZhXKYBsIQ,"""Toby Carvery""",,"""39-41 Howden Hall Rd""",Edinburgh,EDH,EH16 6PG,55.903264686499995,-3.1646694197000005,3.5,9,1,Restaurants;British,134556
134605,KOxJOievdW0w7lJVfE4QtQ,"""Wendy's""",,"""993 N Court St""",Medina,OH,44256,41.1536385,-81.8635124,1.5,6,1,Fast Food;Restaurants;Burgers,134605
134710,IO8J6QJsdFeuso1Xmp3YtA,"""Noor Indian Takeaway""",Newington,"""56 South Clerk Street""",Edinburgh,EDH,EH8 9PS,55.9401698,-3.1803951,4.5,40,1,Indian;Fast Food;Restaurants,134710
134800,L9UwuXedocb5rv36qkmLeQ,"""Circus""",Royal Mile,"""8 St Mary's Street""",Edinburgh,EDH,EH1 1SU,55.950405,-3.1838732000000003,3.5,25,1,Breakfast & Brunch;Restaurants,134800
134901,Q3L-Z5iBzvNn6eNdkRT5CA,"""Good Seed Bistro""",Haymarket,"""100-102 Dalry Rd""",Edinburgh,EDH,EH11 2DW,55.943673200000006,-3.2194172,4.0,5,0,Restaurants;Vegetarian;Mediterranean,134901
134939,DUltADPBPTZZyjfqlzkFgA,"""The Koffee Pot""",,"""298 Gorgie Road""",Edinburgh,EDH,EH11 2PP,55.93710920000001,-3.2364439999999997,4.0,5,1,Coffee & Tea;Food;Restaurants;Cafes,134939
134960,f9Zexqhn3Kddt8H5OhcokA,"""Gionino's Pizzeria""",,"""203 Lafayette Rd""",Medina,OH,44256,41.134400899999996,-81.866557,3.5,13,1,Restaurants;Pizza,134960
135272,iD_OyIRbLI6IdjCq3LKUkQ,"""Gennaro Ristorante""",Grassmarket,"""64 Grassmarket""",Edinburgh,EDH,EH1 2JR,55.947854799999995,-3.1955508,3.0,21,0,Restaurants;Italian,135272
135288,wHzOSHYtDl4f-LZ6tXt_Sw,"""Globetrotter Fish & Chips""",Bruntsfield,"""169 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.9357149,-3.2096036,3.5,11,1,Fish & Chips;Restaurants,135288
135348,yXF__agAgymm2o0S2tTz-A,"""I. J. Mellis""",Grassmarket,"""30A Victoria Street""",Edinburgh,EDH,EH1 2JW,55.94856899999999,-3.194275,5.0,22,1,Restaurants;Delis;Food;Cheese Shops;Specialty Food,135348
135387,4j3dBKWk9S29Gx0ZnD0k2A,"""Plumed Horse Restaurant""",Leith,"""50-54 Henderson Street""",Edinburgh,EDH,EH6 6DE,55.9732578,-3.1729879,4.0,8,0,Restaurants;British,135387
135414,x43Wf2qtg1c8bdwkZEtHmw,"""Greedy Guts Sandwich Bar""",Leith,"""3 Great Junction St""",Edinburgh,EDH,EH6 5HX,55.9710877,-3.1727749,2.5,4,1,Fast Food;Food;Restaurants;Coffee & Tea,135414
135624,mP-QzrtBOal4rqI7396qYw,"""Howies""",,"""29 Waterloo Place""",Edinburgh,EDH,EH1 3BQ,55.9539451,-3.1856667,3.5,24,1,Brasseries;Local Flavor;Scottish;Restaurants;British,135624
135689,63esO2en5jBxLNEu9uIX7w,"""Educated Flea""",New Town,"""32b Broughton Street""",Edinburgh,EDH,EH1 3SB,55.958098899999996,-3.1899081000000002,4.5,10,1,Restaurants;British,135689
135712,AEVNOYRr8ZsG1bj3NuEKgA,"""Harry's Bar""",New Town,"""7b Randolph Place""",Edinburgh,EDH,EH3 7TH,55.9513848985,-3.2100385894,4.0,13,1,Restaurants;British;Bars;Nightlife;Cocktail Bars,135712
135889,Piv8W9n6C-HLEAuz06gvwA,"""The Haven""",Leith,"""9 Anchorfield""",Edinburgh,EDH,EH6 4JG,55.9797975,-3.1881914,4.5,14,1,Restaurants;Breakfast & Brunch,135889
135954,dZwxrQVG-7c7ERQexicOKA,"""Benes Fish Chip Shop""",Royal Mile,"""162 Canongate, Old Town""",Edinburgh,EDH,EH8 8DD,55.95153979999999,-3.1786567999999997,4.5,29,1,Restaurants;Fish & Chips,135954
136156,My4c0HXIVVcbrikam1-syw,"""Ephemeris Tea Room""",Marchmont,"""24 Marchmont Crescent""",Edinburgh,EDH,EH9 1HG,55.9379877,-3.1931978,4.5,6,0,Breakfast & Brunch;Restaurants;Coffee & Tea;Food;Tea Rooms,136156
136307,-2bYV9zVtn2F5XpiAaHt5A,"""Deli 194""",,"""194 Portobello High Street""",Edinburgh,EDH,EH15 1EX,55.95257779999999,-3.113237,3.0,4,1,Delis;Restaurants,136307
136595,Z573XZf-CR1X_Kw7-eKJhg,"""Beetlejuice""",Newington,"""33 W Nicolson Street""",Edinburgh,EDH,EH8 9DB,55.944687699999996,-3.1854324,3.5,14,1,Cafes;Restaurants;Food;Juice Bars & Smoothies;Sandwiches;Coffee & Tea;Fast Food,136595
136617,bCtvA9xone2pmE2wZ0H5-Q,"""Santangeli""",,"""1 Polwarth Gardens""",Edinburgh,EDH,EH11 1JS,55.9373243,-3.2175105999999998,4.0,11,0,Convenience Stores;Food;Restaurants;Grocery;Delis,136617
136773,qJAdvf4yDfr8jMS7NqCEPQ,"""Bite Me""",Leith,"""167 Morrison Street""",Edinburgh,EDH,EH3 8AG,55.9822502883,-3.1911849975999997,4.5,6,1,Fast Food;Sandwiches;Restaurants,136773
136873,SMuUq5fBE8z9d8Jllm8Ciw,"""The Tide Art Gallery & Coffee Shop""",,"""56 King's Road""",Edinburgh,MLN,EH15 1DX,55.9579818272,-3.11854925,3.5,3,1,Cafes;Arts & Entertainment;Restaurants;Art Galleries;Shopping,136873
137020,Qig2s52xszWv3kQMoVr8YA,"""Old Chain Pier""",Leith,"""32 Trinity Crescent""",Edinburgh,EDH,EH5 3ED,55.980046900000005,-3.2044048,4.0,17,1,Restaurants;Pubs;British;Nightlife;Scottish;Bars,137020
137039,E-Dtjsw3tjwotRPsMLZhsQ,"""Wildfire""",New Town,"""192 Rose St""",Edinburgh,EDH,EH2 4AZ,55.95139,-3.2046644,4.5,52,1,Steakhouses;Restaurants;Seafood,137039
137098,n1enmEHcgLKw64wdpS0low,"""Ivory Lounge""",New Town,"""126-128 George Street""",Edinburgh,EDH,EH2 4JN,55.9519813,-3.2053672000000004,4.0,4,0,Nightlife;Bars;Restaurants;Pubs,137098
137214,dbPAgpJhRMjUhbkcj8RS7A,"""French Press Coffee Company""",New Town,"""25a Dundas Street""",Edinburgh,MLN,EH3 6QQ,55.9571194,-3.1989762,3.5,5,0,Cafes;Restaurants,137214
137372,RlsNlGP4U-yq-sxfcyAtRw,"""Mallow Valley Cheesecake Cafe""",West End,"""278 Morrison Street""",Edinburgh,EDH,EH3 8DT,55.94620953810001,-3.2161010429,4.5,5,0,Patisserie/Cake Shop;Cafes;Bakeries;Food;Restaurants;Coffee & Tea,137372
137373,MJAhYT77FA4YH9QWY3aqJA,"""Yellow Bench""",Leith,"""31 Crighton Place""",Edinburgh,EDH,EH7 4NY,55.96292420000001,-3.1786258999999997,4.0,11,1,Food;Polish;Coffee & Tea;Modern European;Creperies;Desserts;Restaurants,137373
137676,sjrTFzrb7_pzzBEpC-BvpA,"""Grand Cru""",New Town,"""79 Hanover St""",Edinburgh,EDH,EH2 1EE,55.954109700000004,-3.1972138,3.5,22,1,Gastropubs;Restaurants;Nightlife;Bars,137676
137760,Rwbj2ed2IHEAQlCFl2pR-g,"""Passage to India""",New Town,"""20 Union Place""",Edinburgh,EDH,EH1 3NQ,55.9573831,-3.1857528,3.5,11,1,Restaurants;Indian,137760
137788,WUAe0FGaLRCremEDXqNV4A,"""The Gardener's Cottage""",,"""1 Royal Terrace Gardens, London Road""",Edinburgh,EDH,EH7 5DX,55.957511024300004,-3.1806956864999996,4.5,36,1,Scottish;British;Restaurants,137788
137841,HWaBnF3QWiUyPoxPudRynA,"""Cloisters Bar""",Tollcross,"""26 Brougham Street""",Edinburgh,EDH,EH3 9JH,55.94325411,-3.2019429176,4.0,53,1,British;Nightlife;Pubs;Bars;Restaurants,137841
137885,E0hjQKyw3IRaVsyayTPr7w,"""Ignite Restaurant""",West End,"""272-274 Morrison Street""",Edinburgh,EDH,EH3 8DT,55.9462019,-3.2159857000000005,4.5,8,1,Pakistani;Indian;Restaurants,137885
137927,_rJa2ixV89s1vmhtPouBXQ,"""FountainPark""",,"""130 Dundee Street""",Edinburgh,EDH,EH11 1AF,55.9412846035,-3.2170839406,3.5,21,1,Shopping;Nightlife;Cinema;Shopping Centers;Restaurants;Arts & Entertainment,137927
137980,l_tk3iLmyKfBUCK-6nBbHg,"""Hard Rock Cafe""",New Town,"""20 George Street""",Edinburgh,EDH,EH2 2PF,55.9535169854,-3.1962801801,3.5,50,1,Nightlife;Cocktail Bars;Burgers;Bars;American (Traditional);Restaurants,137980
138186,YDIYAheP5EwrL3cnkrYEdg,"""Mr. Hero""",,"""3597 Medina Rd""",Medina,OH,44256,41.136956,-81.816248,1.0,4,1,Restaurants;Sandwiches;Food;American (New),138186
138218,2aiaryk7kgUBhXhVu-9vHg,"""Miros Cantina Mexicana""",New Town,"""184 Rose Street, West End""",Edinburgh,EDH,EH2 4BA,55.9514296,-3.2044903,4.0,40,1,Mexican;Restaurants,138218
138421,iqQKB-JSd_s-My4IfjUCvg,"""Aroma Coffee Bar""",Old Town,"""75 South Bridge""",Edinburgh,EDH,EH1 1HN,55.94894179999999,-3.1872091,3.5,7,0,Fast Food;Food;Coffee & Tea;Restaurants,138421
138587,pKhcGgzzbm8XhvAFCcVDqw,"""Jeelie Piece""",The Meadows,"""12 Leven Street""",Edinburgh,EDH,EH3 9LG,55.9416799,-3.2031256,3.0,3,1,Cafes;Food;Coffee & Tea;Restaurants,138587
138739,1sN8BsubZbBUI2nS_3LaSg,"""La P'tite Folie""",New Town,"""61 Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9540946,-3.2006919999999996,4.0,16,0,Restaurants;French,138739
138842,FC2wDc27USi6cx2GCGYaXQ,"""Lager & Vine""",,"""108 Public Sq""",Medina,OH,44256,41.139364,-81.863411,3.5,43,0,Wine Bars;Nightlife;Bars;Restaurants;Gastropubs,138842
138924,773MjbQ-a1JbH61zCPiOdw,"""Riverlife""",West End,"""84 Dalry Road""",Edinburgh,EDH,EH11 2AX,55.9439251,-3.2188005,3.5,9,1,French;Caribbean;Restaurants,138924
139205,YpS6VuH5ooiLfDcy5p7BAA,"""Dan's Dogs Hot Dog Eatery & Diner""",,"""111 W Liberty St""",Medina,OH,44256,41.139393,-81.864724,4.5,92,1,Hot Dogs;Diners;American (Traditional);Restaurants,139205
139310,7jH6Xjg65vXojDmI4Rl_AQ,"""The Persevere Bar""",Leith,"""398 Easter Road""",Edinburgh,EDH,EH6 8HT,55.9668131,-3.1696336,5.0,4,1,Nightlife;Pubs;Bars;Restaurants,139310
139497,w8XAYTSIcAHvRWTHUtgTVQ,"""Maxi's Cafe""",Stockbridge,"""33 Raeburn Pl""",Edinburgh,EDH,EH4 1HX,55.9589296,-3.2117218999999997,3.5,23,1,Coffee & Tea;Food;Breakfast & Brunch;Restaurants,139497
139676,aHYIubjRbTLB3o_eXkrMXA,"""First Coast""",Haymarket,"""97-101 Dalry Road""",Edinburgh,EDH,EH11 2AB,55.943534299999996,-3.2193242000000004,4.0,31,1,British;Restaurants,139676
139685,klfhmP97VMajZmFE-GCKTw,"""Ask Italian""",West End,"""23 Shandwick Pl, Edinburgh""",Edinburgh,MLN,EH2 4RG,55.949886910500005,-3.2085174322000003,3.5,11,1,Restaurants;Italian,139685
139859,ZMcd7w-yDhFRLSwvJBV1VQ,"""Victor Hugo""",Marchmont,"""26-27 Melville Terrace""",Edinburgh,EDH,EH9 1LP,55.9393064,-3.187268,3.5,40,1,Coffee & Tea;Delis;Food;Restaurants,139859
139919,i5d46KSGJXi9F3hFxMoWlA,"""Yo! Sushi""",New Town,"""Unit 4, 14 Hanover Street""",Edinburgh,EDH,EH2 2EN,55.9524044,-3.1970792,3.5,3,1,Restaurants;Sushi Bars,139919
139965,FMoKoSHgitwnt_iMWm31nQ,"""Hula Juice Cafe""",Grassmarket,"""103-105 West Bow, Grassmarket""",Edinburgh,EDH,EH1 2JP,55.948248899999996,-3.1947462000000004,4.5,139,1,Coffee & Tea;Juice Bars & Smoothies;Restaurants;Food;Sandwiches,139965
139985,SIDEsAHXrk770zP7K0spRw,"""Cramond Gallery Bistro""",,"""4-5 Riverside""",Edinburgh,EDH,EH4 6NY,55.9796438,-3.3021137,3.0,5,1,Restaurants;British,139985
140022,9ClReT9O2nn5g5GdB7yOsw,"""New York Steam Packet""",New Town,"""31 Rose St Ln N""",Edinburgh,EDH,EH2 2NP,55.952728099999995,-3.19892,4.0,14,1,American (Traditional);Restaurants,140022
140218,-9y6MruLgFTNrl11SQRPFA,"""Soderberg""",The Meadows,"""1 Lister Square""",Edinburgh,EDH,EH3 9GL,55.9438171672,-3.1934901595,4.0,8,1,Scandinavian;Restaurants;Pizza,140218
140291,ksP8426d2qN-mg-JDpkRVQ,"""The Original Mosque Kitchen""",Newington,"""50 Potterow""",Edinburgh,EDH,EH8 9BT,55.94505770000001,-3.1865445,4.0,42,1,Pakistani;Imported Food;Restaurants;Specialty Food;Ethnic Food;Food,140291
140423,4FwzPP0h8iDUjGJjfP6LLg,"""Toby Carvery""",,"""114-116 St Johns Road, Corstorphine""",Edinburgh,EDH,EH12 8AX,55.94304766810001,-3.2839822938,3.5,23,1,Bars;British;Nightlife;Restaurants;Breakfast & Brunch,140423
140557,jXJkSe4ogjmDtFGoHYPRrA,"""Anfora Wine Bar""",Leith,"""87a Giles Street""",Edinburgh,EDH,EH6 6BZ,55.973346400000004,-3.1723622000000002,4.0,5,1,Bars;Restaurants;Modern European;Wine Bars;Nightlife;Tapas/Small Plates,140557
140987,2nQ2_o5pPUMByU86bDjOeg,"""So Good""",,"""5 Dundee Terrace""",Edinburgh,EDH,EH11 1DL,55.939547499999996,-3.2207664,3.5,8,1,Restaurants;Chinese;Fast Food,140987
141184,v0NKepf50QYjW5nyKKlgmw,"""Malvarosa""",,"""262 Portobello High Street""",Edinburgh,MLN,EH15 2AT,55.95197660000001,-3.1103669999999997,4.0,8,1,Spanish;Restaurants,141184
141552,eX2PcEXAk6G7naAeUtm14w,"""Twenty Princes Street""",New Town,"""20 Princes Street""",Edinburgh,MLN,EH2 2AN,55.9532161294,-3.1908189461000003,4.0,10,1,Scottish;Restaurants;Steakhouses,141552
141677,ujUEnwAAhfNOe_LMYEFJrw,"""Taste Good""",,"""69-71 Slateford Road""",Edinburgh,EDH,EH11 1PR,55.935888,-3.2291355999999998,4.0,30,1,Chinese;Restaurants;Fast Food,141677
141926,bHmPCah9LkE8nO3Fl3Vlxg,"""Papavero""",New Town,"""18 Howe Street""",Edinburgh,EDH,EH3 6TG,55.956147853000004,-3.2024797797000004,5.0,4,1,Restaurants;Fish & Chips;Italian;Scottish,141926
142049,e8FT1pd-sDg0Dbh_x3Waiw,"""Elbow Bar and Kitchen""",Cannonmills,"""133-135 E Claremont St""",Edinburgh,EDH,EH7 4JA,55.9652343,-3.190008,4.0,9,0,Bars;Gastropubs;Nightlife;Restaurants;Breakfast & Brunch,142049
142651,8F4n9wX3mrD5MK4Nq2yeRg,"""Costa Coffee""",,"""Airside Departures Lounge, Edinburgh Airport Jubilee Road""",Edinburgh,XGL,EH12 9DN,55.9483321333,-3.3641292999999997,4.5,6,1,Food;British;Coffee & Tea;Restaurants,142651
142679,4a3mCRiHrdgoGJBJTUMB6Q,"""Pizza Paradise""",Old Town,"""34 George IV Bridge, Old Town""",Edinburgh,EDH,EH1 1EN,55.9471429,-3.1915291,3.5,24,1,Restaurants;Fish & Chips;Pizza;Fast Food,142679
142720,1NRdCvV09hJdysScLK7I5A,"""Boozy Cow""",New Town,"""17 Frederick Street, New Town""",Edinburgh,EDH,EH2 2EY,55.952150054099995,-3.1995632319,3.5,31,1,Chicken Wings;Hot Dogs;Restaurants;Burgers,142720
142739,0MK5WP_q9d847dO85r2sPw,"""Angus Fling""",Old Town,"""27 George IV Bridge""",Edinburgh,EDH,EH1 1EN,55.9473086,-3.1916428,5.0,3,1,British;Fast Food;Breakfast & Brunch;Cafes;Restaurants,142739
142971,KqMA4Nt-GxUS5DPXKx8KJg,"""Greggs""",West End,"""2-4 Shandwick Place""",Edinburgh,EDH,EH2 4SH,55.95016700000001,-3.2086251,4.5,3,1,Bakeries;Restaurants;Fast Food;Food,142971
143015,IfY8pv-UtdX3PSjz5Kvuew,"""Burger Meats Bun""",New Town,"""45 Broughton Street""",Edinburgh,MLN,EH1 3JU,55.9575363,-3.1884127999999996,4.0,20,0,Burgers;Restaurants;Scottish;American (New),143015
143304,12sgLRzQWzYwHX8ROXBnLw,"""The Rabbit Hole""",Marchmont,"""11 Roseneath Street""",Edinburgh,EDH,EH9 1JH,55.9382429,-3.1917468999999996,5.0,7,1,French;Restaurants;Scottish,143304
143353,LUhVj-r2TtmFx6cyF9ilJg,"""Tuk Tuk Indian Street Food""",Tollcross,"""1 Leven Street""",Edinburgh,EDH,EH3 9LH,55.94186773770001,-3.2035887120999997,4.0,48,1,Restaurants;Indian,143353
143415,Oq4frcNpND8e_SGdidzzbQ,"""Voujon""",Newington,"""107 Newington Road""",Edinburgh,EDH,EH9 1QW,55.9376101,-3.177914,4.0,16,1,Caterers;Bangladeshi;Venues & Event Spaces;Restaurants;Wine Bars;Nightlife;Event Planning & Services;Bars;Indian,143415
143627,XCwwaCQeQ3xFWeUHyK2LUg,"""Eat'n Park""",,"""1007 N Court St""",Medina,OH,44256,41.152728700000004,-81.86308220000001,3.0,13,1,Restaurants;Diners;Breakfast & Brunch;American (Traditional);American (New),143627
143712,r9T8StPAujv0x-yHhB0olQ,"""Frontier""",Bruntsfield,"""8 Gillespie Place""",Edinburgh,MLN,EH10 4HS,55.9407623,-3.203839995,4.0,9,0,American (Traditional);Restaurants,143712
144147,totrAkmNqbl56Ncjdoc9wA,"""George Mewes""",Stockbridge,"""3 Dean Park Street""",Edinburgh,EDH,EH4 1JP,55.959053242799996,-3.2149827062000003,4.5,3,1,Food;Delis;Cheese Shops;Restaurants;Specialty Food,144147
144386,nHkfvRBLOTJD-q8U7Y772g,"""Clark's Speciality Foods""",Bruntsfield,"""202 Bruntsfield Place""",Edinburgh,EDH,EH10 4DF,55.9359968,-3.2094913,4.5,7,0,Cheese Shops;Delis;Restaurants;Food;Do-It-Yourself Food;Specialty Food,144386
144427,T2I6moxzDpsKpZfq13u-lg,"""CC Blooms""",New Town,"""23 Greenside Place""",Edinburgh,EDH,EH1 3AA,55.957108,-3.185178,3.0,39,1,Restaurants;Nightlife;British;Dance Clubs;Wine Bars;Bars,144427
144428,YHrfk77CATNdFIbQRlkl9w,"""Songkran""",New Town,"""8 Gloucester Street""",Edinburgh,EDH,EH3 6EG,55.95719989999999,-3.2077508,4.0,5,0,Thai;Restaurants,144428
144567,DdfvQ1hZOB0-ra7pu-wwoA,"""Teuchters Landing""",Leith,"""1a and 1c Dock Place, Leith""",Edinburgh,EDH,EH6 6LU,55.977548284499996,-3.171296327,4.5,55,1,Nightlife;Wine Bars;Gastropubs;Restaurants;Bars,144567
144878,_xAi9FL7Zq7kKkJVPfDgxA,"""Kasbah Take Away""",Marchmont,"""24 Marchmont Road""",Edinburgh,EDH,EH9 1HZ,55.9385878,-3.1953093,4.0,9,1,Restaurants;Fast Food,144878
144938,iZoIqgiDWpCXp_BB1msocA,"""Coro Chocolate""",New Town,"""13 Frederick Street""",Edinburgh,EDH,EH2 2EY,55.9519568045,-3.1996571422000004,4.0,4,1,Coffee & Tea;Waffles;Food;Restaurants;Cafes;Desserts;Specialty Food;Chocolatiers & Shops,144938
144954,vIrgpFfdlheQRrwmP2WosA,"""St Giles' Cathedral Cafe""",Old Town,"""High Street""",Edinburgh,EDH,EH1 1RF,55.9495,-3.1902,4.5,10,1,Real Estate;Apartments;Restaurants;Cafes;Home Services,144954
144974,vA5QW-rVoHCaydHwOuu1rQ,"""Stable Bar""",,"""50 Mortonhall Gate""",Edinburgh,EDH,EH16 6TJ,55.903313600000004,-3.1811563,4.5,12,1,Bars;Nightlife;Restaurants;British;Pubs,144974
145018,IcvnTFVP3xMDlRtGCdkybw,"""Muang Thai""",New Town,"""97 Hanover St""",Edinburgh,EDH,EH2 1DJ,55.9543941,-3.1975960999999997,3.0,3,0,Restaurants;Thai,145018
145033,WHoPIk2kgQvqYYNpXSrURg,"""Bombay Spice""",Leith,"""138-140 Duke Street""",Edinburgh,EDH,EH6 8HR,55.9691414,-3.1683772,3.5,5,1,Indian;Pakistani;Restaurants,145033
145049,J_KI8rJa_dSwTglUbwFcdw,"""The Sheep Heid Inn""",,"""43-45 The Causeway, Duddingston""",Edinburgh,EDH,EH15 3QA,55.94212660000001,-3.1478382999999996,4.0,65,1,Nightlife;Gastropubs;Restaurants;Pubs;British;Bars,145049
145120,Vtahv3Af90H3fUuEEhPhdQ,"""Wagamama""",Old Town,"""1 Castle Terrace""",Edinburgh,EDH,EH1 2DP,55.948719230600005,-3.2063770294,3.5,52,1,Wine Bars;Bars;Japanese;Asian Fusion;Restaurants;Beer Bar;Nightlife,145120
145127,xNvQO9oC5Uui8wBDAR3FUg,"""The Birchwood""",Marchmont,"""146 Marchmont Road""",Edinburgh,EDH,EH9 1AQ,55.9349094996,-3.1942667707999997,4.5,5,1,Restaurants;Cafes,145127
145252,Hp6XGQcysdlkSNS9lNK6gA,"""Wings Edinburgh""",Old Town,"""5/7 Old Fishmarket Close""",Edinburgh,EDH,EH1 1RW,55.9494401175,-3.1895019114,4.0,90,1,Salad;Chicken Wings;Restaurants;Burgers,145252
145370,k2sHZR4-JsFQhZHAf4JRQw,"""Cool Beans Cafe""",,"""103 W Liberty St""",Medina,OH,44256,41.139314500000005,-81.8641947,4.0,39,1,Restaurants;Food;Cafes;Coffee & Tea,145370
145402,en5sEOLjz9RJAkW3TKFlEw,"""Creelers Restaurant""",Royal Mile,"""3 Hunter Square""",Edinburgh,EDH,EH1 1QW,55.949662800000006,-3.187741,3.5,12,0,Restaurants;Seafood,145402
145431,tZyewpmvg0byXCg5uI8WcQ,"""The Magnum Restaurant and Bar""",New Town,"""1 Albany Street""",Edinburgh,EDH,EH1 3PY,55.9567609085,-3.1928216147,4.0,18,1,Nightlife;Bars;Restaurants;British;Pubs,145431
145609,PBsxfsKbNHDc_efVYUYbTA,"""Waiting Room""",Morningside,"""7 Belhaven Terrace""",Edinburgh,EDH,EH10 5HZ,55.9252832725,-3.210421535,3.0,12,1,Gastropubs;Bars;Nightlife;Pubs;Restaurants,145609
145687,z57omnqRcAODGwbwMHEIyw,"""The Holyrood 9A""",Old Town,"""9A Holyrood Road""",Edinburgh,EDH,EH8 8AE,55.9493117163,-3.1826656713,4.0,131,1,Breweries;Restaurants;Food;Burgers;Bars;Beer Bar;Breakfast & Brunch;Nightlife,145687
145704,oKDzHRuV3bYNE3LUAXuv5w,"""Tikka Mahal""",Newington,"""53 Clerk Street""",Edinburgh,EDH,EH8 9JQ,55.941973499999996,-3.1819737999999997,4.0,10,1,Restaurants;Indian,145704
145739,XlfoDBqi1diD9777_dRMLw,"""Eli's Kitchen""",,"""115 Public Sq""",Medina,OH,44256,41.1393715,-81.8634577,2.5,26,1,Restaurants,145739
145755,pl2LhTtVVGME_LHsG9OvQw,"""Rotato""",Newington,"""30 Buccleuch Street""",Edinburgh,EDH,EH8 9LP,55.943087421,-3.1847608289,4.5,12,1,Fast Food;Restaurants,145755
145811,MPHG8OrZLbwzHoumajRyFA,"""Pizza Mafia""",New Town,"""Princes Mall, Princes Street""",Edinburgh,EDH,EH1 1BQ,55.9514762,-3.199479,2.5,3,1,Restaurants;Pizza,145811
