,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
129507,1FJkiq7f5bfrRtxpRqlTRw,"""Pinto""","""6 Shandwick Place""",Edinburgh,EDH,EH2 4RN,55.9500375,-3.2086042,3.0,4,0,Fast Food;Restaurants;Mexican
129732,4AROFJQ-cgICwLUdgkNhnw,"""Patisserie Maxime""","""6 Queensferry Street""",Edinburgh,EDH,EH2 4PA,55.9502749,-3.2090452999999997,4.0,5,1,Breakfast & Brunch;Food;French;Patisserie/Cake Shop;Restaurants;Coffee & Tea
129887,S9ZX-1_2uNfgnzlxYNRfmg,"""Putter's Pub and Event Center""","""116 Medina Rd""",Medina,OH,44256,41.133885,-81.693242,5.0,3,1,Pubs;Golf;Event Planning & Services;American (Traditional);Food;Restaurants;Nightlife;Venues & Event Spaces;Beer;Wine & Spirits;Bars;Active Life
129889,GDKAhutmsGdJo8FWPX9lUQ,"""Salt 'n' Pepper""","""45 George IV Bridge""",Edinburgh,EDH,EH1 1EJ,55.9478226,-3.1915332000000003,4.5,6,1,Sandwiches;Delis;Restaurants
129915,r7JM2s-kkcFf47H7yl0PUw,"""Ann Purna""","""45 St Patrick Square""",Edinburgh,EDH,EH8 9ET,55.94348910000001,-3.1842563,4.0,20,0,Buffets;Indian;Restaurants;Vegetarian
130078,W1lO-xHbOrPeDVaGlwDF_Q,"""Feast Chinese Restaurant""","""85 Dalry Road""",Edinburgh,EDH,EH11 2AA,55.943413915600004,-3.2186461239999997,4.0,4,0,Restaurants;Chinese
130084,JoieNxImID2x7K4myVR1Tg,"""The Patio Restaurant""","""87 Hanover St""",Edinburgh,EDH,EH2 1,55.9541147129,-3.1974986919,3.0,8,1,Restaurants;Italian
130108,ENf5OroRNPXXL6_eLlobmQ,"""Domino's Pizza""","""101 Nicolson Street""",Edinburgh,EDH,EH8 9BY,55.9445019517,-3.1839903133,3.5,14,1,Pizza;Fast Food;Chicken Wings;Restaurants;Sandwiches
130175,YQ0h5NTYgrBgOXf2VRYKVg,"""Courthouse Pizzeria""","""2 Public Sq""",Medina,OH,44256,41.138984393600005,-81.8643173711,3.5,38,1,Pizza;Restaurants
130188,srBBM1JiO9wo1OAHieBu-w,"""Scotsman Hotel""","""20 North Bridge""",Edinburgh,EDH,EH1 1YT,55.951083,-3.1883936,4.0,34,1,Brasseries;Bars;Hotels & Travel;Hotels;Event Planning & Services;Nightlife;Restaurants
130286,PVsYmxzgX46s_AaFmeKIzA,"""Hernandez & Co""","""31a Queensferry Street""",Edinburgh,MLN,EH2 4QS,55.9510584,-3.2097903,5.0,3,0,Restaurants;Spanish;Sandwiches
130327,hntnEJN_wGWG7KQjZ4aVLQ,"""Fiesta Jalapeños""","""4136 Pearl Rd""",Medina,OH,44256,41.1623704,-81.8629809,4.0,33,1,Restaurants;Mexican
130336,JzM41SkCuxJuhzk6bQww7Q,"""Coffee Magic""","""10 Rodney Street""",Edinburgh,EDH,EH7 4EA,55.9623152,-3.1963207000000002,4.0,4,1,Italian;British;Food;Cafes;Coffee & Tea;Restaurants
130513,6MdCffJQcKGrmVeNPTykwg,"""Milano""","""85-87 Lothian Road""",Edinburgh,EDH,EH3 9AW,55.9466552,-3.2052335,4.5,3,1,Restaurants;Italian;Pizza
130605,1Se9HdqkI3VgkMtMcvu3fQ,"""Che Takeaway""","""21 Forrest Road""",Edinburgh,EDH,EH1 2QH,55.9462776184,-3.1913099289,4.0,15,1,Restaurants;Fast Food
130677,ANusHLKMKcTfXFnOEJmmiw,"""The Table""","""3a Dundas Street""",Edinburgh,EDH,EH3 6QG,55.956506499999996,-3.1984603,4.5,3,1,Modern European;Restaurants;Food
130684,76C_syxpetD-muSUe5_ABQ,"""Hot Hot Chinese""","""60 Home Street, Lothian Road""",Edinburgh,EDH,EH3 9NA,55.942274,-3.203782,4.0,7,0,Restaurants;Chinese
130692,MhZvKpYKGsKuz-n7Bc7aEw,"""Ferri's Restaurant""","""1 Antigua Street""",Edinburgh,EDH,EH1 3NH,55.958521999999995,-3.18527,3.5,6,0,Restaurants;Italian
130828,4eVERS3EyPLMSmZrz_ZRng,"""Bonnie Burrito""","""41 Lauriston Place""",Edinburgh,EDH,EH3 9HB,55.9447235,-3.1971754,5.0,3,1,Mexican;Food;Restaurants;Food Trucks;Fast Food
130930,qs9nL2T2guSLEudFHg71mw,"""Ong Gie""","""22a Brougham Place""",Edinburgh,EDH,EH3 9JU,55.94272660000001,-3.2017491000000002,3.5,20,1,Restaurants;Korean
131070,eMVMgy_GWkAUT5JjFkJFkw,"""Made In Italy""","""42 Grassmarket""",Edinburgh,EDH,EH1 2JU,55.9475172,-3.1969974999999997,3.5,33,1,Food;Italian;Restaurants;Coffee & Tea
131140,USGPIHHLH-5Q8CvSEvLXYA,"""Caffe Lucano""","""37-39 George Iv Bridge""",Edinburgh,EDH,EH1 1EL,55.947537,-3.1912495,3.5,32,0,Italian;Coffee & Tea;Restaurants;Food
131520,PIoUjT9DISeEdmZk55w7jw,"""Namaste Kathmandu""","""17-19 Forrest Road""",Edinburgh,EDH,EH1 2Q,55.94617579999999,-3.1912756,4.0,28,1,Indian;Restaurants;Himalayan/Nepalese
131650,B8mApVOMv-o-GocTRvV6nw,"""Costa Coffee""","""Waverley Railway Station""",Edinburgh,EDH,EH1 1BB,55.9508081495,-3.1899439999999997,4.0,8,1,Coffee & Tea;Sandwiches;Food;Restaurants
131731,Ik1xxjj8-VK0_OVUPtwy3A,"""Breakfast, Brunch & Lunch""","""65 Pleasance""",Edinburgh,EDH,EH8 9TG,55.9463844299,-3.1821060181,4.0,16,1,Sandwiches;Restaurants;Breakfast & Brunch
131794,4qbQXIxW3iheNlBeRyybvQ,"""Forth Floor Restaurant""","""30-34 St Andrew Square""",Edinburgh,EDH,EH2 2AD,55.9548927,-3.1917851,4.0,21,1,Nightlife;British;Restaurants;Bars
131832,XGMI18dOgrOo_r7Wz54Xnw,"""Himalaya Tandoori Restaurant""","""171 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.9356708,-3.2096519,3.5,10,1,Restaurants;Pakistani;Indian
131919,RHm2UJ-SwrIjufBvEhdgaA,"""Caledonian Ale House""","""1-3 Haymarket Terrace""",Edinburgh,EDH,EH12 5EZ,55.946105200000005,-3.2209407000000003,4.0,3,0,British;Nightlife;Restaurants;Bars;Pubs
132107,cl6exAgE63JtDjWLGUQPmw,"""Café Renroc""","""91 Montgomery Street""",Edinburgh,EDH,EH7 5HZ,55.9595304453,-3.1787836382999997,4.0,18,1,Sandwiches;Restaurants;Breakfast & Brunch
132239,PcR-9sTQRK_UN7qO9rzDNw,"""Biblos""","""1a Chambers Street""",Edinburgh,EDH,EH1 1HR,55.9481725,-3.1869685000000003,3.0,46,1,Gastropubs;Nightlife;Pubs;Restaurants;Bars
132266,azHkCTTMfAWDM0KNp5wqzw,"""OX184""","""184 Cowgate""",Edinburgh,EDH,EH1 1JH,55.9486033845,-3.1882081089,3.5,27,1,Restaurants;Barbeque;Bars;Nightlife
132371,xL2v8QbcRdmKlvix7sxLuQ,"""Channings Hotel""","""12-16 South Learmouth Gardens""",Edinburgh,EDH,EH4 1EZ,55.95618399999999,-3.2194161,4.5,11,1,Hotels & Travel;Restaurants;Hotels;Food;Event Planning & Services
132422,BNlRObnoSsZyhLjkSeKtfw,"""The Bon Vivant Stockbridge""","""Unit 4 - 6, Dean Street""",Edinburgh,EDH,EH4 1LW,55.9584154,-3.2109167999999997,3.5,10,0,Restaurants;Gastropubs;Bars;Nightlife;Lounges
132428,rOXAPMNLSUs5RcKfhdZJNw,"""The Codfather""","""3-5a Sciennes""",Edinburgh,EDH,EH9 1NH,55.93965770609999,-3.1829412012000002,3.0,4,0,Restaurants;Fish & Chips
132496,rNxwVnE2GeTIlMDJUe2WqQ,"""Thyme""","""63 Holyrood Road, Holyrood""",Edinburgh,EDH,EH8 8,55.9518481,-3.1841502,4.0,16,0,Restaurants;Sandwiches;Food
132550,-CIBIdV0StkHJk-gdxOGpg,"""Bubba Q""","""209-213 High Street""",Edinburgh,EDH,EH1 1PZ,55.9502659,-3.188739,3.5,5,1,Restaurants;Barbeque
132608,efTPzpiSkxbgNlQOtwyVOA,"""Medina Steak and Seafood Company""","""538 W Liberty St""",Medina,OH,44256,41.1389647,-81.8724508,3.5,11,0,Beauty & Spas;Steakhouses;Seafood;Hair Removal;Restaurants
132690,IEx0792KIktbGZUsIX1CnA,"""The Wrap Place""","""4 Chapel Street""",Edinburgh,EDH,EH8 9AY,55.94465,-3.1860645,4.5,4,1,Restaurants;Fast Food
132750,FI9xm1sFvrE6vJgF28-1dg,"""Miso & Sushi""","""46 Haymarket Terrace""",Edinburgh,EDH,EH12 5LA,55.945964000000004,-3.2221973999999998,3.5,9,0,Japanese;Restaurants;Chinese
132935,iO-Vpl_KGTmbGzAF2i3aqw,"""Jasmine""","""32 Grindlay Street""",Edinburgh,EDH,EH3 9AP,55.9469306,-3.2049798,4.0,8,1,Chinese;Restaurants
132975,htZylXMCqWb5PWaW_hdkGQ,"""The Orchard""","""1-2 Howard Place""",Edinburgh,EDH,EH3 5JZ,55.963389291599995,-3.2003527703,4.0,21,1,Nightlife;Bars;Restaurants;British
133265,Zu2PIikeIZJRyivbqh2RgQ,"""Pumpkin Brown""","""16 Grassmarket""",Edinburgh,EDH,EH1 2JU,55.9475172,-3.1969974999999997,4.0,8,1,Gluten-Free;Vegan;Coffee & Tea;Food;Restaurants
133311,XPq88D9Hv-OgX0EYWhjsCA,"""Bella Mbriana""","""7 East London Street""",Edinburgh,EDH,EH7 4BN,55.95932439999999,-3.190323,3.0,3,0,Restaurants;Italian
133503,sAB0CdlLCyWOYmHuFhh5nQ,"""Walter Scott Fry""","""90 Walter Scott Avenue""",Edinburgh,EDH,EH16 5RL,55.9218907,-3.1541954,4.5,3,0,Restaurants;Fish & Chips
133504,mQa_Rh-LykYTll9cPFJcKg,"""Denny's""","""3105 Medina Rd""",Medina Township,OH,44256,41.1368314442,-81.7987664044,3.0,16,1,Breakfast & Brunch;Restaurants;American (Traditional);Diners;Fast Food
133551,1ZwKCoNkas26VNQnLXLq2Q,"""Byron""","""113-117 Lothian Road""",Edinburgh,EDH,EH3 9AN,55.9460379529,-3.2055754061000004,3.5,4,1,Burgers;Restaurants
133620,cBHMUESPj4SNs65Xv6xWRA,"""Valvona & Crolla""","""19 Elm Row""",Edinburgh,EDH,EH2 2YZ,55.9502678,-3.2071145,4.0,60,1,Shopping;Delis;Flowers & Gifts;Restaurants;Coffee & Tea;Grocery;Food;Gift Shops
133660,j9Z3c0OVhpv8ZDntMBEsiQ,"""Santosuossos'pizza Pasta Vino""","""3725 Medina Rd, Ste 112""",Medina,OH,44256,41.1379504529,-81.8214201217,3.5,28,1,Nightlife;Seafood;Bars;Pizza;Restaurants;Wine Bars
133704,Zis5ES6JkzJZhGZcbnp2hg,"""Storytelling Café""","""Scottish Storytelling Centre, Royal Mile, 43-45 High Street""",Edinburgh,EDH,EH1 1SR,55.950789,-3.1847995,4.0,4,1,Landmarks & Historical Buildings;Public Services & Government;Restaurants;Cafes
133710,2slkAiECSJ0cDB8Lfb7zyw,"""Roseburn Cafe""","""8 Roseburn Terrace""",Edinburgh,EDH,EH12 6AW,55.945659899999995,-3.2343173,3.5,5,1,Food;Restaurants;Breakfast & Brunch;Coffee & Tea
133716,4gVMV-1ASKIToCIKZp2B3Q,"""Good Choice Takeaway""","""116 West Granton Road""",Edinburgh,EDH,EH5 1PF,55.97917710000001,-3.2315112999999998,2.0,3,1,Fast Food;Restaurants
134145,-Gxe5gKrskrgbWyLkz7UGQ,"""Jimmy Chung's""","""17 Waverley Bridge, New Town""",Edinburgh,EDH,EH1 1BQ,55.9517372,-3.1915497999999998,3.5,46,0,Restaurants;Chinese;Buffets
134212,G0S3abW4CPXPS7DTwJQxqQ,"""Baba Budan""","""East Market Street""",Edinburgh,EDH,EH8 8FS,55.9515121,-3.1846085,4.5,6,1,Donuts;Coffee & Tea;Food;Cafes;Restaurants
134397,x5stEsLXNzS3WTy5YhdLlA,"""Harajuku Kitchen""","""10 Gillespie Place""",Edinburgh,MLN,EH10 4HS,55.940561100000004,-3.2039554,4.0,29,1,Restaurants;Japanese;Sushi Bars
134455,uvnz1CAePeb6oCBYsoFXqg,"""Comet Food Bites""","""11 Halmyre St""",Edinburgh,EDH,EH6 8QA,55.9671105,-3.1708691000000004,3.0,3,1,Fast Food;Restaurants
134556,WsaAcFWjfz-EbZhXKYBsIQ,"""Toby Carvery""","""39-41 Howden Hall Rd""",Edinburgh,EDH,EH16 6PG,55.903264686499995,-3.1646694197000005,3.5,9,1,Restaurants;British
134605,KOxJOievdW0w7lJVfE4QtQ,"""Wendy's""","""993 N Court St""",Medina,OH,44256,41.1536385,-81.8635124,1.5,6,1,Fast Food;Restaurants;Burgers
134710,IO8J6QJsdFeuso1Xmp3YtA,"""Noor Indian Takeaway""","""56 South Clerk Street""",Edinburgh,EDH,EH8 9PS,55.9401698,-3.1803951,4.5,40,1,Indian;Fast Food;Restaurants
134800,L9UwuXedocb5rv36qkmLeQ,"""Circus""","""8 St Mary's Street""",Edinburgh,EDH,EH1 1SU,55.950405,-3.1838732000000003,3.5,25,1,Breakfast & Brunch;Restaurants
134901,Q3L-Z5iBzvNn6eNdkRT5CA,"""Good Seed Bistro""","""100-102 Dalry Rd""",Edinburgh,EDH,EH11 2DW,55.943673200000006,-3.2194172,4.0,5,0,Restaurants;Vegetarian;Mediterranean
134939,DUltADPBPTZZyjfqlzkFgA,"""The Koffee Pot""","""298 Gorgie Road""",Edinburgh,EDH,EH11 2PP,55.93710920000001,-3.2364439999999997,4.0,5,1,Coffee & Tea;Food;Restaurants;Cafes
134960,f9Zexqhn3Kddt8H5OhcokA,"""Gionino's Pizzeria""","""203 Lafayette Rd""",Medina,OH,44256,41.134400899999996,-81.866557,3.5,13,1,Restaurants;Pizza
135272,iD_OyIRbLI6IdjCq3LKUkQ,"""Gennaro Ristorante""","""64 Grassmarket""",Edinburgh,EDH,EH1 2JR,55.947854799999995,-3.1955508,3.0,21,0,Restaurants;Italian
135288,wHzOSHYtDl4f-LZ6tXt_Sw,"""Globetrotter Fish & Chips""","""169 Bruntsfield Place""",Edinburgh,EDH,EH10 4DG,55.9357149,-3.2096036,3.5,11,1,Fish & Chips;Restaurants
135348,yXF__agAgymm2o0S2tTz-A,"""I. J. Mellis""","""30A Victoria Street""",Edinburgh,EDH,EH1 2JW,55.94856899999999,-3.194275,5.0,22,1,Restaurants;Delis;Food;Cheese Shops;Specialty Food
135387,4j3dBKWk9S29Gx0ZnD0k2A,"""Plumed Horse Restaurant""","""50-54 Henderson Street""",Edinburgh,EDH,EH6 6DE,55.9732578,-3.1729879,4.0,8,0,Restaurants;British
135414,x43Wf2qtg1c8bdwkZEtHmw,"""Greedy Guts Sandwich Bar""","""3 Great Junction St""",Edinburgh,EDH,EH6 5HX,55.9710877,-3.1727749,2.5,4,1,Fast Food;Food;Restaurants;Coffee & Tea
135624,mP-QzrtBOal4rqI7396qYw,"""Howies""","""29 Waterloo Place""",Edinburgh,EDH,EH1 3BQ,55.9539451,-3.1856667,3.5,24,1,Brasseries;Local Flavor;Scottish;Restaurants;British
135689,63esO2en5jBxLNEu9uIX7w,"""Educated Flea""","""32b Broughton Street""",Edinburgh,EDH,EH1 3SB,55.958098899999996,-3.1899081000000002,4.5,10,1,Restaurants;British
135712,AEVNOYRr8ZsG1bj3NuEKgA,"""Harry's Bar""","""7b Randolph Place""",Edinburgh,EDH,EH3 7TH,55.9513848985,-3.2100385894,4.0,13,1,Restaurants;British;Bars;Nightlife;Cocktail Bars
135889,Piv8W9n6C-HLEAuz06gvwA,"""The Haven""","""9 Anchorfield""",Edinburgh,EDH,EH6 4JG,55.9797975,-3.1881914,4.5,14,1,Restaurants;Breakfast & Brunch
135954,dZwxrQVG-7c7ERQexicOKA,"""Benes Fish Chip Shop""","""162 Canongate, Old Town""",Edinburgh,EDH,EH8 8DD,55.95153979999999,-3.1786567999999997,4.5,29,1,Restaurants;Fish & Chips
136156,My4c0HXIVVcbrikam1-syw,"""Ephemeris Tea Room""","""24 Marchmont Crescent""",Edinburgh,EDH,EH9 1HG,55.9379877,-3.1931978,4.5,6,0,Breakfast & Brunch;Restaurants;Coffee & Tea;Food;Tea Rooms
136307,-2bYV9zVtn2F5XpiAaHt5A,"""Deli 194""","""194 Portobello High Street""",Edinburgh,EDH,EH15 1EX,55.95257779999999,-3.113237,3.0,4,1,Delis;Restaurants
136595,Z573XZf-CR1X_Kw7-eKJhg,"""Beetlejuice""","""33 W Nicolson Street""",Edinburgh,EDH,EH8 9DB,55.944687699999996,-3.1854324,3.5,14,1,Cafes;Restaurants;Food;Juice Bars & Smoothies;Sandwiches;Coffee & Tea;Fast Food
136617,bCtvA9xone2pmE2wZ0H5-Q,"""Santangeli""","""1 Polwarth Gardens""",Edinburgh,EDH,EH11 1JS,55.9373243,-3.2175105999999998,4.0,11,0,Convenience Stores;Food;Restaurants;Grocery;Delis
136773,qJAdvf4yDfr8jMS7NqCEPQ,"""Bite Me""","""167 Morrison Street""",Edinburgh,EDH,EH3 8AG,55.9822502883,-3.1911849975999997,4.5,6,1,Fast Food;Sandwiches;Restaurants
136873,SMuUq5fBE8z9d8Jllm8Ciw,"""The Tide Art Gallery & Coffee Shop""","""56 King's Road""",Edinburgh,MLN,EH15 1DX,55.9579818272,-3.11854925,3.5,3,1,Cafes;Arts & Entertainment;Restaurants;Art Galleries;Shopping
137020,Qig2s52xszWv3kQMoVr8YA,"""Old Chain Pier""","""32 Trinity Crescent""",Edinburgh,EDH,EH5 3ED,55.980046900000005,-3.2044048,4.0,17,1,Restaurants;Pubs;British;Nightlife;Scottish;Bars
137039,E-Dtjsw3tjwotRPsMLZhsQ,"""Wildfire""","""192 Rose St""",Edinburgh,EDH,EH2 4AZ,55.95139,-3.2046644,4.5,52,1,Steakhouses;Restaurants;Seafood
137098,n1enmEHcgLKw64wdpS0low,"""Ivory Lounge""","""126-128 George Street""",Edinburgh,EDH,EH2 4JN,55.9519813,-3.2053672000000004,4.0,4,0,Nightlife;Bars;Restaurants;Pubs
137214,dbPAgpJhRMjUhbkcj8RS7A,"""French Press Coffee Company""","""25a Dundas Street""",Edinburgh,MLN,EH3 6QQ,55.9571194,-3.1989762,3.5,5,0,Cafes;Restaurants
137372,RlsNlGP4U-yq-sxfcyAtRw,"""Mallow Valley Cheesecake Cafe""","""278 Morrison Street""",Edinburgh,EDH,EH3 8DT,55.94620953810001,-3.2161010429,4.5,5,0,Patisserie/Cake Shop;Cafes;Bakeries;Food;Restaurants;Coffee & Tea
137373,MJAhYT77FA4YH9QWY3aqJA,"""Yellow Bench""","""31 Crighton Place""",Edinburgh,EDH,EH7 4NY,55.96292420000001,-3.1786258999999997,4.0,11,1,Food;Polish;Coffee & Tea;Modern European;Creperies;Desserts;Restaurants
137676,sjrTFzrb7_pzzBEpC-BvpA,"""Grand Cru""","""79 Hanover St""",Edinburgh,EDH,EH2 1EE,55.954109700000004,-3.1972138,3.5,22,1,Gastropubs;Restaurants;Nightlife;Bars
137760,Rwbj2ed2IHEAQlCFl2pR-g,"""Passage to India""","""20 Union Place""",Edinburgh,EDH,EH1 3NQ,55.9573831,-3.1857528,3.5,11,1,Restaurants;Indian
137788,WUAe0FGaLRCremEDXqNV4A,"""The Gardener's Cottage""","""1 Royal Terrace Gardens, London Road""",Edinburgh,EDH,EH7 5DX,55.957511024300004,-3.1806956864999996,4.5,36,1,Scottish;British;Restaurants
137841,HWaBnF3QWiUyPoxPudRynA,"""Cloisters Bar""","""26 Brougham Street""",Edinburgh,EDH,EH3 9JH,55.94325411,-3.2019429176,4.0,53,1,British;Nightlife;Pubs;Bars;Restaurants
137885,E0hjQKyw3IRaVsyayTPr7w,"""Ignite Restaurant""","""272-274 Morrison Street""",Edinburgh,EDH,EH3 8DT,55.9462019,-3.2159857000000005,4.5,8,1,Pakistani;Indian;Restaurants
137927,_rJa2ixV89s1vmhtPouBXQ,"""FountainPark""","""130 Dundee Street""",Edinburgh,EDH,EH11 1AF,55.9412846035,-3.2170839406,3.5,21,1,Shopping;Nightlife;Cinema;Shopping Centers;Restaurants;Arts & Entertainment
137980,l_tk3iLmyKfBUCK-6nBbHg,"""Hard Rock Cafe""","""20 George Street""",Edinburgh,EDH,EH2 2PF,55.9535169854,-3.1962801801,3.5,50,1,Nightlife;Cocktail Bars;Burgers;Bars;American (Traditional);Restaurants
138186,YDIYAheP5EwrL3cnkrYEdg,"""Mr. Hero""","""3597 Medina Rd""",Medina,OH,44256,41.136956,-81.816248,1.0,4,1,Restaurants;Sandwiches;Food;American (New)
138218,2aiaryk7kgUBhXhVu-9vHg,"""Miros Cantina Mexicana""","""184 Rose Street, West End""",Edinburgh,EDH,EH2 4BA,55.9514296,-3.2044903,4.0,40,1,Mexican;Restaurants
138421,iqQKB-JSd_s-My4IfjUCvg,"""Aroma Coffee Bar""","""75 South Bridge""",Edinburgh,EDH,EH1 1HN,55.94894179999999,-3.1872091,3.5,7,0,Fast Food;Food;Coffee & Tea;Restaurants
138587,pKhcGgzzbm8XhvAFCcVDqw,"""Jeelie Piece""","""12 Leven Street""",Edinburgh,EDH,EH3 9LG,55.9416799,-3.2031256,3.0,3,1,Cafes;Food;Coffee & Tea;Restaurants
138739,1sN8BsubZbBUI2nS_3LaSg,"""La P'tite Folie""","""61 Frederick Street""",Edinburgh,EDH,EH2 1LH,55.9540946,-3.2006919999999996,4.0,16,0,Restaurants;French
138842,FC2wDc27USi6cx2GCGYaXQ,"""Lager & Vine""","""108 Public Sq""",Medina,OH,44256,41.139364,-81.863411,3.5,43,0,Wine Bars;Nightlife;Bars;Restaurants;Gastropubs
138924,773MjbQ-a1JbH61zCPiOdw,"""Riverlife""","""84 Dalry Road""",Edinburgh,EDH,EH11 2AX,55.9439251,-3.2188005,3.5,9,1,French;Caribbean;Restaurants
139205,YpS6VuH5ooiLfDcy5p7BAA,"""Dan's Dogs Hot Dog Eatery & Diner""","""111 W Liberty St""",Medina,OH,44256,41.139393,-81.864724,4.5,92,1,Hot Dogs;Diners;American (Traditional);Restaurants
139310,7jH6Xjg65vXojDmI4Rl_AQ,"""The Persevere Bar""","""398 Easter Road""",Edinburgh,EDH,EH6 8HT,55.9668131,-3.1696336,5.0,4,1,Nightlife;Pubs;Bars;Restaurants
139497,w8XAYTSIcAHvRWTHUtgTVQ,"""Maxi's Cafe""","""33 Raeburn Pl""",Edinburgh,EDH,EH4 1HX,55.9589296,-3.2117218999999997,3.5,23,1,Coffee & Tea;Food;Breakfast & Brunch;Restaurants
139676,aHYIubjRbTLB3o_eXkrMXA,"""First Coast""","""97-101 Dalry Road""",Edinburgh,EDH,EH11 2AB,55.943534299999996,-3.2193242000000004,4.0,31,1,British;Restaurants
139685,klfhmP97VMajZmFE-GCKTw,"""Ask Italian""","""23 Shandwick Pl, Edinburgh""",Edinburgh,MLN,EH2 4RG,55.949886910500005,-3.2085174322000003,3.5,11,1,Restaurants;Italian
139859,ZMcd7w-yDhFRLSwvJBV1VQ,"""Victor Hugo""","""26-27 Melville Terrace""",Edinburgh,EDH,EH9 1LP,55.9393064,-3.187268,3.5,40,1,Coffee & Tea;Delis;Food;Restaurants
139919,i5d46KSGJXi9F3hFxMoWlA,"""Yo! Sushi""","""Unit 4, 14 Hanover Street""",Edinburgh,EDH,EH2 2EN,55.9524044,-3.1970792,3.5,3,1,Restaurants;Sushi Bars
139965,FMoKoSHgitwnt_iMWm31nQ,"""Hula Juice Cafe""","""103-105 West Bow, Grassmarket""",Edinburgh,EDH,EH1 2JP,55.948248899999996,-3.1947462000000004,4.5,139,1,Coffee & Tea;Juice Bars & Smoothies;Restaurants;Food;Sandwiches
139985,SIDEsAHXrk770zP7K0spRw,"""Cramond Gallery Bistro""","""4-5 Riverside""",Edinburgh,EDH,EH4 6NY,55.9796438,-3.3021137,3.0,5,1,Restaurants;British
140022,9ClReT9O2nn5g5GdB7yOsw,"""New York Steam Packet""","""31 Rose St Ln N""",Edinburgh,EDH,EH2 2NP,55.952728099999995,-3.19892,4.0,14,1,American (Traditional);Restaurants
140218,-9y6MruLgFTNrl11SQRPFA,"""Soderberg""","""1 Lister Square""",Edinburgh,EDH,EH3 9GL,55.9438171672,-3.1934901595,4.0,8,1,Scandinavian;Restaurants;Pizza
140291,ksP8426d2qN-mg-JDpkRVQ,"""The Original Mosque Kitchen""","""50 Potterow""",Edinburgh,EDH,EH8 9BT,55.94505770000001,-3.1865445,4.0,42,1,Pakistani;Imported Food;Restaurants;Specialty Food;Ethnic Food;Food
140423,4FwzPP0h8iDUjGJjfP6LLg,"""Toby Carvery""","""114-116 St Johns Road, Corstorphine""",Edinburgh,EDH,EH12 8AX,55.94304766810001,-3.2839822938,3.5,23,1,Bars;British;Nightlife;Restaurants;Breakfast & Brunch
140557,jXJkSe4ogjmDtFGoHYPRrA,"""Anfora Wine Bar""","""87a Giles Street""",Edinburgh,EDH,EH6 6BZ,55.973346400000004,-3.1723622000000002,4.0,5,1,Bars;Restaurants;Modern European;Wine Bars;Nightlife;Tapas/Small Plates
140987,2nQ2_o5pPUMByU86bDjOeg,"""So Good""","""5 Dundee Terrace""",Edinburgh,EDH,EH11 1DL,55.939547499999996,-3.2207664,3.5,8,1,Restaurants;Chinese;Fast Food
141184,v0NKepf50QYjW5nyKKlgmw,"""Malvarosa""","""262 Portobello High Street""",Edinburgh,MLN,EH15 2AT,55.95197660000001,-3.1103669999999997,4.0,8,1,Spanish;Restaurants
141552,eX2PcEXAk6G7naAeUtm14w,"""Twenty Princes Street""","""20 Princes Street""",Edinburgh,MLN,EH2 2AN,55.9532161294,-3.1908189461000003,4.0,10,1,Scottish;Restaurants;Steakhouses
141677,ujUEnwAAhfNOe_LMYEFJrw,"""Taste Good""","""69-71 Slateford Road""",Edinburgh,EDH,EH11 1PR,55.935888,-3.2291355999999998,4.0,30,1,Chinese;Restaurants;Fast Food
141926,bHmPCah9LkE8nO3Fl3Vlxg,"""Papavero""","""18 Howe Street""",Edinburgh,EDH,EH3 6TG,55.956147853000004,-3.2024797797000004,5.0,4,1,Restaurants;Fish & Chips;Italian;Scottish
142049,e8FT1pd-sDg0Dbh_x3Waiw,"""Elbow Bar and Kitchen""","""133-135 E Claremont St""",Edinburgh,EDH,EH7 4JA,55.9652343,-3.190008,4.0,9,0,Bars;Gastropubs;Nightlife;Restaurants;Breakfast & Brunch
142651,8F4n9wX3mrD5MK4Nq2yeRg,"""Costa Coffee""","""Airside Departures Lounge, Edinburgh Airport Jubilee Road""",Edinburgh,XGL,EH12 9DN,55.9483321333,-3.3641292999999997,4.5,6,1,Food;British;Coffee & Tea;Restaurants
142679,4a3mCRiHrdgoGJBJTUMB6Q,"""Pizza Paradise""","""34 George IV Bridge, Old Town""",Edinburgh,EDH,EH1 1EN,55.9471429,-3.1915291,3.5,24,1,Restaurants;Fish & Chips;Pizza;Fast Food
142720,1NRdCvV09hJdysScLK7I5A,"""Boozy Cow""","""17 Frederick Street, New Town""",Edinburgh,EDH,EH2 2EY,55.952150054099995,-3.1995632319,3.5,31,1,Chicken Wings;Hot Dogs;Restaurants;Burgers
142739,0MK5WP_q9d847dO85r2sPw,"""Angus Fling""","""27 George IV Bridge""",Edinburgh,EDH,EH1 1EN,55.9473086,-3.1916428,5.0,3,1,British;Fast Food;Breakfast & Brunch;Cafes;Restaurants
142971,KqMA4Nt-GxUS5DPXKx8KJg,"""Greggs""","""2-4 Shandwick Place""",Edinburgh,EDH,EH2 4SH,55.95016700000001,-3.2086251,4.5,3,1,Bakeries;Restaurants;Fast Food;Food
